t,index,i,j,sector,length
246,93517,274,83,9,359
247,62761,184,17,6,353
248,96242,80,282,9,355
249,93541,107,274,9,353
250,58317,171,6,5,358
251,92485,271,74,9,354
252,94204,276,88,9,360
253,90099,75,264,8,354
254,94542,277,85,9,359
255,57973,170,3,5,358
256,95898,281,77,9,353
257,93201,108,273,9,352
258,92835,83,272,9,359
259,96243,282,81,9,355
260,92519,108,271,9,352
261,61049,179,10,5,358
262,91470,82,268,8,359
263,94202,276,86,9,360
264,94564,277,107,9,352
265,95897,281,76,9,352
266,60368,177,11,5,357
267,120874,354,164,11,354
268,96238,76,282,9,352
269,92837,272,85,9,360
270,95216,279,77,9,354
271,122235,358,165,11,354
272,92496,85,271,9,360
273,91463,75,268,8,354
274,94876,78,278,9,356
275,91126,79,267,8,357
276,62420,17,183,6,353
277,92860,108,272,9,352
278,90445,80,265,8,358
279,91803,74,269,8,354
280,57970,170,0,5,359
281,94189,276,73,9,353
282,89760,263,77,8,355
283,89418,76,262,8,354
284,95562,82,280,9,357
285,94883,278,85,9,359
286,93200,107,273,9,353
287,92148,78,270,8,357
288,58314,171,3,5,358
289,59338,4,174,5,360
290,93541,274,107,9,353
291,92154,84,270,8,360
292,93850,275,75,9,354
293,59001,173,8,5,358
294,96581,283,78,9,353
295,95563,83,280,9,357
296,58657,172,5,5,359
297,94884,278,86,9,359
298,96583,283,80,9,354
299,93166,273,73,9,353
300,90439,74,265,8,354
301,93881,275,106,9,354
302,95223,84,279,9,358
303,63102,185,17,6,353
304,61737,181,16,6,354
305,92519,271,108,9,352
306,93512,78,274,9,357
307,91119,72,267,8,352
308,94545,277,88,9,359
309,59340,6,174,5,360
310,92859,272,107,9,353
311,93865,90,275,9,361
312,94564,107,277,9,352
313,58316,5,171,5,358
314,96239,282,77,9,353
315,121556,166,356,11,355
316,96580,77,283,9,352
317,94871,73,278,9,352
318,93174,273,81,9,358
319,90784,78,266,8,357
320,96582,283,79,9,353
321,93540,274,106,9,354
322,120872,354,162,11,352
323,93880,105,275,9,354
324,93863,275,88,9,360
325,57975,5,170,5,358
326,92144,270,74,8,354
327,58997,173,4,5,359
328,94534,77,277,9,355
329,92839,87,272,9,360
330,59681,6,175,5,360
331,92518,271,107,9,353
332,95564,280,84,9,358
333,90787,81,266,8,358
334,93200,273,107,9,353
335,93847,72,275,9,352
336,90103,79,264,8,357
337,94204,88,276,9,360
338,95224,85,279,9,358
339,91465,268,77,8,356
340,93199,273,106,9,354
341,95904,83,281,9,356
342,93864,89,275,9,360
343,96585,82,283,9,355
344,92178,108,270,8,352
345,96584,283,81,9,354
346,92177,107,270,8,353
347,94222,276,106,9,354
348,92840,88,272,9,360
349,93181,273,88,9,360
350,94885,278,87,9,359
351,96581,78,283,9,353
352,120873,354,163,11,353
353,62078,16,182,6,354
354,94886,88,278,9,359
355,90779,73,266,8,353
356,89076,75,261,8,352
357,93881,106,275,9,354
358,96238,282,76,9,352
359,94544,277,87,9,359
360,92498,87,271,9,360
361,57632,169,3,5,357
362,93172,273,79,9,357
363,95213,74,279,9,352
364,62077,182,15,6,354
365,94884,86,278,9,359
366,91471,83,268,8,359
367,92859,107,272,9,353
368,62421,18,183,6,352
369,93510,274,76,9,355
370,89417,262,75,8,353
371,92858,106,272,9,354
372,92492,81,271,9,358
373,93180,87,273,9,360
374,62418,15,183,6,354
375,93540,106,274,9,354
376,93849,275,74,9,354
377,95905,84,281,9,357
378,96925,284,81,9,353
379,95906,281,85,9,357
380,95225,279,86,9,358
381,59684,9,175,5,358
382,91812,83,269,8,359
383,89418,262,76,8,354
384,97265,80,285,9,352
385,96245,282,83,9,356
386,92518,107,271,9,353
387,94205,89,276,9,360
388,94545,88,277,9,359
389,96582,79,283,9,353
390,93165,273,72,9,352
391,122237,358,167,11,356
392,93199,106,273,9,354
393,122238,358,168,11,357
394,95224,279,85,9,358
395,92178,270,108,8,352
396,95565,85,280,9,358
397,94206,90,276,9,361
398,92177,270,107,8,353
399,89076,261,75,8,352
400,95897,76,281,9,352
401,96243,81,282,9,355
402,93181,88,273,9,360
403,93522,274,88,9,360
404,122577,167,359,11,356
405,94222,106,276,9,354
406,94187,71,276,9,351
407,93846,275,71,9,351
408,90780,74,266,8,354
409,91813,84,269,8,360
410,96924,80,284,9,353
411,95226,279,87,9,358
412,63444,18,186,6,352
413,95553,73,280,9,351
414,96246,282,84,9,357
415,63103,18,185,6,352
416,92179,109,270,8,351
417,96923,284,79,9,352
418,96579,283,76,9,351
419,94565,277,108,9,351
420,92826,272,74,9,354
421,120532,162,353,11,351
422,95227,279,88,9,358
423,63104,185,19,6,351
424,92517,106,271,9,354
425,95553,280,73,9,351
426,93505,71,274,9,351
427,96236,282,74,9,351
428,91129,82,267,8,359
429,92520,271,109,9,351
430,93202,109,273,9,351
431,92497,86,271,9,360
432,92861,272,109,9,351
433,88733,260,73,8,351
434,91459,268,71,8,351
435,92858,272,106,9,354
436,94906,108,278,9,351
437,96237,282,75,9,351
438,92141,270,71,8,351
439,63445,186,19,6,351
440,95228,89,279,9,358
441,94870,72,278,9,351
442,93170,77,273,9,356
443,94529,72,277,9,351
444,94546,277,89,9,359
445,93884,275,109,9,351
446,91467,79,268,8,357
447,96586,83,283,9,355
448,94225,276,109,9,351
449,91800,269,71,8,351
450,94565,108,277,9,351
451,95895,74,281,9,351
452,92482,71,271,9,351
453,93164,273,71,9,351
454,121212,355,162,11,352
455,94547,90,277,9,360
456,96236,74,282,9,351
457,90095,71,264,8,351
458,91838,109,269,8,351
459,91497,109,268,8,351
460,89074,73,261,8,351
461,92520,109,271,9,351
462,90441,76,265,8,355
463,93505,274,71,9,351
464,95212,279,73,9,351
465,89755,263,72,8,351
466,92176,106,270,8,354
467,96245,83,282,9,356
468,95906,85,281,9,357
469,93202,273,109,9,351
470,60027,11,176,5,357
471,94870,278,72,9,351
472,89414,72,262,8,351
473,91156,109,267,8,351
474,94187,276,71,9,351
475,94543,277,86,9,359
476,93539,105,274,9,354
477,90445,265,80,8,358
478,120192,162,352,11,351
479,95212,73,279,9,351
480,93543,274,109,9,351
481,62763,184,19,6,351
482,96585,283,82,9,355
483,93865,275,90,9,361
484,88733,73,260,8,351
485,94906,278,108,9,351
486,94529,277,72,9,351
487,92830,272,78,9,357
488,93880,275,105,9,354
489,90436,265,71,8,351
490,96925,81,284,9,353
491,58996,3,173,5,359
492,92861,109,272,9,351
493,60024,8,176,5,359
494,94887,89,278,9,359
495,95905,281,84,9,357
496,59683,175,8,5,359
497,95225,86,279,9,358
498,95896,281,75,9,351
499,93543,109,274,9,351
500,90777,266,71,8,351
501,92823,71,272,9,351
502,92499,88,271,9,360
503,93884,109,275,9,351
504,120872,162,354,11,352
505,90815,109,266,8,351
506,89414,262,72,8,351
507,91838,269,109,8,351
508,94203,87,276,9,360
509,92839,272,87,9,360
510,91837,108,269,8,352
511,96244,282,82,9,356
512,90474,109,265,8,351
513,94206,276,90,9,361
514,95565,280,85,9,358
515,92486,271,75,9,354
516,90787,266,81,8,358
517,88734,74,260,8,352
518,90133,109,264,8,351
519,95895,281,74,9,351
