t,index,i,j,sector,length
568,95564,280,84,9,358
569,94545,277,88,9,359
570,91118,267,71,8,351
571,92516,271,105,9,354
572,95897,76,281,9,352
573,94884,86,278,9,359
574,61737,16,181,6,354
575,91154,107,267,8,353
576,92830,78,272,9,357
577,93167,273,74,9,354
578,91155,267,108,8,352
579,94205,89,276,9,360
580,93884,109,275,9,351
581,95224,279,85,9,358
582,90474,109,265,8,351
583,96239,77,282,9,353
584,58320,9,171,5,356
585,92490,271,79,9,357
586,88053,258,75,8,351
587,90133,264,109,8,351
588,96584,81,283,9,354
589,92840,272,88,9,360
590,94224,108,276,9,352
591,91494,106,268,8,354
592,58657,172,5,5,359
593,92499,88,271,9,360
594,91129,82,267,8,359
595,96924,284,80,9,353
596,56953,167,6,5,356
597,91474,86,268,8,360
598,91834,269,105,8,354
599,94223,276,107,9,353
600,93864,275,89,9,360
601,95896,75,281,9,351
602,95563,280,83,9,357
603,96925,81,284,9,353
604,60368,11,177,5,357
605,96244,282,82,9,356
606,89421,262,79,8,356
607,91473,85,268,8,360
608,96237,282,75,9,351
609,61056,179,17,5,353
610,93523,274,89,9,360
611,96585,283,82,9,355
612,95565,280,85,9,358
613,62080,18,182,6,352
614,92148,270,78,8,357
615,91476,88,268,8,360
616,92175,270,105,8,354
617,92498,87,271,9,360
618,93164,71,273,9,351
619,121554,356,164,11,354
620,95225,86,279,9,358
621,95904,83,281,9,356
622,93867,275,92,9,360
623,95227,279,88,9,358
624,121551,356,161,11,351
625,89414,262,72,8,351
626,88395,259,76,8,352
627,89074,73,261,8,351
628,90812,106,266,8,354
629,121893,357,163,11,353
630,55242,0,162,5,353
631,97265,80,285,9,352
632,91835,269,106,8,354
633,90813,107,266,8,353
634,94545,88,277,9,359
635,95564,84,280,9,358
636,91475,87,268,8,360
637,92141,270,71,8,351
638,95215,76,279,9,353
639,59687,175,12,5,357
640,60716,178,18,5,352
641,94201,276,85,9,360
642,94875,77,278,9,355
643,89450,262,108,8,351
644,92174,104,270,8,355
645,90449,84,265,8,360
646,88394,259,75,8,351
647,91153,106,267,8,354
648,96580,77,283,9,352
649,94546,89,277,9,359
650,95561,280,81,9,356
651,92157,87,270,8,360
652,90473,108,265,8,352
653,95226,279,87,9,358
654,95566,280,86,9,358
655,90814,108,266,8,352
656,122231,358,161,11,351
657,93863,88,275,9,360
658,91152,105,267,8,354
659,95900,79,281,9,354
660,122236,358,166,11,355
661,92502,91,271,9,360
662,121891,161,357,11,351
663,88738,260,78,8,355
664,60717,19,178,5,351
665,96921,284,77,9,351
666,95228,279,89,9,358
667,60369,177,12,5,357
668,92515,271,104,9,355
669,93524,90,274,9,361
670,91834,105,269,8,354
671,122571,359,161,11,351
672,58663,11,172,5,356
673,94541,84,277,9,359
674,93185,92,273,9,360
675,96237,75,282,9,351
676,94204,88,276,9,360
677,91134,87,267,8,360
678,93881,106,275,9,354
679,95221,279,82,9,357
680,93865,275,90,9,361
681,96245,83,282,9,356
682,91154,267,107,8,353
683,93184,91,273,9,360
684,93183,90,273,9,361
685,120872,354,162,11,352
686,96925,284,81,9,353
687,89791,108,263,8,351
688,91833,104,269,8,355
689,91155,108,267,8,352
690,57638,169,9,5,355
691,58658,172,6,5,359
692,90132,108,264,8,352
693,93864,89,275,9,360
694,95555,75,280,9,352
695,60715,178,17,5,353
696,94885,278,87,9,359
697,61736,181,15,6,354
698,96924,80,284,9,353
699,91494,268,106,8,354
700,96585,82,283,9,355
