t,index,i,j,sector,length
423,91838,269,109,8,351
424,96584,283,81,9,354
425,92517,271,106,9,354
426,95904,83,281,9,356
427,90815,266,109,8,351
428,94187,71,276,9,351
429,95224,85,279,9,358
430,95563,83,280,9,357
431,95223,84,279,9,358
432,93172,273,79,9,357
433,93865,275,90,9,361
434,90474,109,265,8,351
435,91156,109,267,8,351
436,94906,278,108,9,351
437,93539,274,105,9,354
438,96244,82,282,9,356
439,95212,279,73,9,351
440,90787,81,266,8,358
441,94529,72,277,9,351
442,94205,89,276,9,360
443,92179,270,109,8,351
444,90474,265,109,8,351
445,94888,90,278,9,360
446,93538,104,274,9,355
447,94206,90,276,9,361
448,93528,94,274,9,360
449,94560,103,277,9,355
450,92176,106,270,8,354
451,92861,272,109,9,351
452,92482,71,271,9,351
453,59681,6,175,5,360
454,96925,284,81,9,353
455,94559,102,277,9,356
456,95897,281,76,9,352
457,62416,13,183,6,356
458,92858,272,106,9,354
459,88733,73,260,8,351
460,94882,84,278,9,359
461,89414,72,262,8,351
462,90815,109,266,8,351
463,95228,89,279,9,358
464,91800,269,71,8,351
465,63098,13,185,6,356
466,93505,274,71,9,351
467,93202,273,109,9,351
468,91497,109,268,8,351
469,93543,274,109,9,351
470,91838,109,269,8,351
471,94565,108,277,9,351
472,89074,261,73,8,351
473,91156,267,109,8,351
474,94887,89,278,9,359
475,89755,72,263,8,351
476,93198,273,105,9,354
477,95899,78,281,9,354
478,93184,91,273,9,360
479,92823,272,71,9,351
480,94220,276,104,9,355
481,93846,71,275,9,351
482,90812,266,106,8,354
483,92141,270,71,8,351
484,90133,109,264,8,351
485,91465,268,77,8,356
486,122241,171,358,11,358
487,94187,276,71,9,351
488,94884,86,278,9,359
489,95221,279,82,9,357
490,94561,104,277,9,354
491,96585,283,82,9,355
492,92179,109,270,8,351
493,88733,260,73,8,351
494,92861,109,272,9,351
495,93879,275,104,9,355
496,94225,276,109,9,351
497,94870,278,72,9,351
498,90436,265,71,8,351
499,90786,80,266,8,358
500,60705,7,178,5,359
501,91459,268,71,8,351
502,64126,188,18,6,351
503,92857,105,272,9,354
504,92500,271,89,9,360
505,89791,108,263,8,351
506,94529,277,72,9,351
507,94546,89,277,9,359
508,91125,78,267,8,357
509,93202,109,273,9,351
510,96583,80,283,9,354
511,95564,280,84,9,358
512,93878,103,275,9,356
513,92502,91,271,9,360
514,93538,274,104,9,355
515,90133,264,109,8,351
516,95898,281,77,9,353
517,94206,276,90,9,361
518,94885,87,278,9,359
519,94545,277,88,9,359
520,89074,73,261,8,351
521,91118,71,267,8,351
522,95561,81,280,9,356
523,93197,104,273,9,355
524,92517,106,271,9,354
525,95213,279,74,9,352
526,91467,79,268,8,357
527,93543,109,274,9,351
528,120535,353,165,11,353
529,91131,84,267,8,360
530,95904,281,83,9,356
531,94204,88,276,9,360
532,90095,71,264,8,351
533,95897,76,281,9,352
534,93168,273,75,9,354
535,94880,278,82,9,358
536,119513,163,350,11,351
537,94219,103,276,9,356
538,92177,270,107,8,353
539,89788,263,105,8,353
540,96240,78,282,9,354
541,93537,103,274,9,356
542,95223,279,84,9,358
543,94209,93,276,9,360
544,62757,184,13,6,356
545,95568,88,280,9,358
546,92844,92,272,9,360
547,97267,82,285,9,353
548,92516,105,271,9,354
549,59680,5,175,5,360
550,96239,282,77,9,353
