t,index,i,j,sector,length
363,92143,270,73,8,353
364,56615,9,166,5,353
365,94533,76,277,9,354
366,94221,105,276,9,354
367,95560,280,80,9,356
368,120875,165,354,11,354
369,55246,4,162,5,352
370,94217,101,276,9,357
371,95219,80,279,9,356
372,94535,277,78,9,356
373,93852,77,275,9,356
374,94218,276,102,9,357
375,93199,106,273,9,354
376,95556,280,76,9,353
377,56270,165,5,5,354
378,95216,77,279,9,354
379,56616,10,166,5,353
380,93540,274,106,9,354
381,119514,350,164,11,352
382,95583,103,280,9,354
383,94534,277,77,9,355
384,93881,275,106,9,354
385,120874,354,164,11,354
386,94899,278,101,9,356
387,55586,163,3,5,353
388,93536,102,274,9,357
389,64465,16,189,6,352
390,94536,79,277,9,356
391,95561,280,81,9,356
392,90130,106,264,8,354
393,64122,14,188,6,354
394,94558,277,101,9,356
395,58667,15,172,5,353
396,59693,175,18,5,352
397,64124,188,16,6,353
398,93513,79,274,9,357
399,95217,279,78,9,355
400,96239,77,282,9,353
401,93877,102,275,9,357
402,64125,188,17,6,352
403,95239,100,279,9,356
404,94902,278,104,9,354
405,59011,18,173,5,351
406,93852,275,77,9,356
407,95220,81,279,9,356
408,96240,78,282,9,354
409,92858,106,272,9,354
410,57981,170,11,5,355
411,94187,71,276,9,351
412,93538,104,274,9,355
413,95238,99,279,9,356
414,96264,282,102,9,354
415,91459,71,268,8,351
416,93511,274,77,9,356
417,95219,279,80,9,356
418,54906,161,5,5,351
419,92517,271,106,9,354
420,93537,274,103,9,356
421,120193,352,163,11,352
422,95554,74,280,9,352
423,92823,71,272,9,351
424,94536,277,79,9,356
425,90812,266,106,8,354
426,64126,18,188,6,351
427,93164,273,71,9,351
428,93511,77,274,9,356
429,91494,106,268,8,354
430,92173,270,103,8,356
431,93846,71,275,9,351
432,95579,280,99,9,356
433,64807,17,190,6,351
434,56275,10,165,5,352
435,94187,276,71,9,351
436,54905,161,4,5,351
437,95220,279,81,9,356
438,60032,176,16,5,354
439,58320,171,9,5,356
440,94529,277,72,9,351
441,120192,352,162,11,351
442,92823,272,71,9,351
443,93170,77,273,9,356
444,94870,278,72,9,351
445,93876,275,101,9,357
446,91835,106,269,8,354
447,57301,13,168,5,353
448,95559,79,280,9,355
449,92482,271,71,9,351
450,95240,101,279,9,355
451,95920,99,281,9,355
452,119513,163,350,11,351
453,120532,162,353,11,351
454,92853,272,101,9,357
455,94556,99,277,9,357
456,95903,281,82,9,356
457,120192,162,352,11,351
458,93535,274,101,9,357
459,94529,72,277,9,351
460,56952,5,167,5,356
461,92172,102,270,8,357
462,93505,274,71,9,351
463,95218,79,279,9,355
464,93194,273,101,9,357
465,92174,104,270,8,355
466,95901,281,80,9,355
467,58327,171,16,5,352
468,94216,276,100,9,358
469,93197,104,273,9,355
470,93846,275,71,9,351
471,95899,78,281,9,354
472,94557,100,277,9,357
473,93170,273,77,9,356
474,93505,71,274,9,351
475,93851,76,275,9,355
476,95239,279,100,9,356
477,93171,78,273,9,357
478,119853,351,163,11,351
479,91800,269,71,8,351
480,95216,279,77,9,354
481,92176,270,106,8,354
482,59353,174,19,5,351
483,55589,163,6,5,353
484,95559,280,79,9,355
485,93196,273,103,9,356
486,57978,170,8,5,357
487,90471,106,265,8,354
488,91459,268,71,8,351
489,56957,167,10,5,354
490,94219,276,103,9,356
491,95237,98,279,9,357
492,93164,71,273,9,351
493,54907,6,161,5,351
494,55591,8,163,5,352
495,94870,72,278,9,351
496,96241,79,282,9,354
497,94217,276,101,9,357
498,92141,71,270,8,351
499,94898,100,278,9,357
500,95238,279,99,9,356
