t,index,i,j,sector,length
364,90102,264,78,8,357
365,91804,75,269,8,354
366,120194,164,352,11,353
367,93199,273,106,9,354
368,59681,6,175,5,360
369,93536,102,274,9,357
370,94220,276,104,9,355
371,62758,184,14,6,355
372,92826,272,74,9,354
373,94559,102,277,9,356
374,90441,76,265,8,355
375,93537,103,274,9,356
376,95560,280,80,9,356
377,90101,77,264,8,356
378,92517,106,271,9,354
379,92836,84,272,9,360
380,94190,276,74,9,354
381,90100,264,76,8,355
382,91494,106,268,8,354
383,95561,81,280,9,356
384,92144,74,270,8,354
385,90103,79,264,8,357
386,91153,267,106,8,354
387,91834,105,269,8,354
388,95216,279,77,9,354
389,95901,80,281,9,355
390,90812,106,266,8,354
391,90447,82,265,8,359
392,62757,184,13,6,356
393,92496,271,85,9,360
394,93177,84,273,9,360
395,92832,272,80,9,358
396,94901,278,103,9,355
397,91835,269,106,8,354
398,93176,273,83,9,359
399,92516,271,105,9,354
400,93538,274,104,9,355
401,90780,266,74,8,354
402,92827,272,75,9,354
403,94219,103,276,9,356
404,93197,104,273,9,355
405,96240,78,282,9,354
406,92175,270,105,8,354
407,94560,103,277,9,355
408,92486,75,271,9,354
409,89762,263,79,8,356
410,63443,17,186,6,353
411,62414,11,183,6,357
412,93878,103,275,9,356
413,92515,271,104,9,355
414,95559,79,280,9,355
415,120193,352,163,11,352
416,93858,275,83,9,359
417,93515,81,274,9,358
418,92158,88,270,8,360
419,93183,273,90,9,361
420,92856,272,104,9,355
421,92485,74,271,9,354
422,63442,16,186,6,354
423,92145,270,75,8,354
424,93537,274,103,9,356
425,58311,0,171,5,359
426,93167,273,74,9,354
427,92174,104,270,8,355
428,92498,271,87,9,360
429,91463,75,268,8,354
430,64124,188,16,6,353
431,93849,275,74,9,354
432,93178,273,85,9,360
433,90100,76,264,8,355
434,57304,168,16,5,351
435,94218,102,276,9,357
436,95899,78,281,9,354
437,92826,74,272,9,354
438,93196,273,103,9,356
439,119513,163,350,11,351
440,64126,18,188,6,351
441,91835,106,269,8,354
442,91122,267,75,8,354
443,94197,81,276,9,358
444,57645,169,16,5,351
445,91494,268,106,8,354
446,55936,12,164,5,351
447,95218,279,79,9,355
448,93197,273,104,9,355
449,89761,78,263,8,356
450,91153,106,267,8,354
451,94196,80,276,9,358
452,93518,274,84,9,360
453,90781,266,75,8,354
454,94531,74,277,9,353
455,93856,81,275,9,358
456,93536,274,102,9,357
457,92499,271,88,9,360
458,91804,269,75,8,354
459,91492,104,268,8,355
460,93508,74,274,9,354
461,90788,82,266,8,359
462,93877,102,275,9,357
463,92514,103,271,9,356
464,94536,79,277,9,356
465,90098,264,74,8,354
466,93195,273,102,9,357
467,58652,0,172,5,360
468,96242,282,80,9,355
469,92145,75,270,8,354
470,91833,269,104,8,355
471,55935,11,164,5,351
472,90779,266,73,8,353
473,92157,270,87,8,360
474,92855,103,272,9,356
475,63785,18,187,6,351
476,90439,74,265,8,354
477,92153,270,83,8,359
478,92515,104,271,9,355
479,95219,279,80,9,356
480,91834,269,105,8,354
481,57987,17,170,5,351
482,95557,77,280,9,354
483,92486,271,75,9,354
484,94533,76,277,9,354
485,94189,73,276,9,353
486,90473,108,265,8,352
487,93168,273,75,9,354
488,91474,268,86,8,360
489,92173,270,103,8,356
490,91813,269,84,8,360
491,94561,277,104,9,354
492,92827,75,272,9,354
493,94874,76,278,9,354
494,93177,273,84,9,360
495,92174,270,104,8,355
496,92837,85,272,9,360
497,93517,274,83,9,359
498,93850,275,75,9,354
499,90105,264,81,8,358
500,92854,102,272,9,357
