t,index,i,j,sector,length
444,92177,107,270,8,353
445,88059,81,258,8,355
446,55934,10,164,5,352
447,89785,102,263,8,356
448,90800,266,94,8,360
449,92857,105,272,9,354
450,94901,278,103,9,355
451,90460,95,265,8,360
452,90788,266,82,8,359
453,61740,181,19,6,351
454,88739,79,260,8,355
455,55933,164,9,5,352
456,89440,262,98,8,358
457,93872,275,97,9,359
458,88058,80,258,8,355
459,60035,19,176,5,351
460,54907,6,161,5,351
461,93539,105,274,9,354
462,91139,267,92,8,360
463,60716,178,18,5,352
464,90809,103,266,8,356
465,88754,94,260,8,358
466,93540,106,274,9,354
467,94896,98,278,9,358
468,55246,4,162,5,352
469,89439,262,97,8,358
470,91836,269,107,8,353
471,91141,267,94,8,360
472,91480,92,268,8,360
473,92169,270,99,8,358
474,89420,262,78,8,356
475,89783,100,263,8,357
476,121891,161,357,11,351
477,90798,92,266,8,360
478,56618,12,166,5,352
479,91814,85,269,8,360
480,88400,81,259,8,355
481,88739,260,79,8,355
482,91495,268,107,8,353
483,89095,261,94,8,358
484,91149,102,267,8,357
485,122571,359,161,11,351
486,91481,268,93,8,360
487,89080,79,261,8,355
488,94222,106,276,9,354
489,57302,168,14,5,352
490,90799,93,266,8,360
491,91479,91,268,8,360
492,87719,257,82,8,355
493,61399,180,19,6,351
494,92177,270,107,8,353
495,88738,260,78,8,355
496,87720,83,257,8,355
497,90120,264,96,8,360
498,60717,178,19,5,351
499,54907,161,6,5,351
500,91154,267,107,8,353
