t,index,i,j,sector,length
456,92176,106,270,8,354
457,93520,274,86,9,360
458,92515,271,104,9,355
459,94187,276,71,9,351
460,95553,280,73,9,351
461,119855,351,165,11,352
462,92831,79,272,9,357
463,95242,279,103,9,354
464,93538,104,274,9,355
465,55589,163,6,5,353
466,94536,79,277,9,356
467,56956,9,167,5,354
468,92143,73,270,8,353
469,92855,103,272,9,356
470,120873,354,163,11,353
471,64125,188,17,6,352
472,58668,172,16,5,353
473,56957,167,10,5,354
474,94901,278,103,9,355
475,91461,268,73,8,353
476,63437,11,186,6,357
477,96243,282,81,9,355
478,92490,79,271,9,357
479,92858,272,106,9,354
480,122237,358,167,11,356
481,94561,104,277,9,354
482,95568,88,280,9,358
483,92483,72,271,9,352
484,63784,187,17,6,352
485,96247,282,85,9,357
486,94546,89,277,9,359
487,56616,10,166,5,353
488,119515,165,350,11,352
489,93846,71,275,9,351
490,94220,104,276,9,355
491,93170,273,77,9,356
492,93540,274,106,9,354
493,59352,18,174,5,352
494,119857,351,167,11,354
495,63443,17,186,6,353
496,96241,79,282,9,354
497,95240,101,279,9,355
498,90779,266,73,8,353
499,59692,175,17,5,353
500,64464,15,189,6,352
